level,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,0,0,0,0,0,0,0,0
High-income countries,1825,232564583,0,0,60.756,2.231,3.813,0.261,0.222,0,60.756,0.261,0,0,0,0,1860.462,0,1860.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1826,234557272,0,0,61.42,0.663,1.092,0.262,0.242,0,61.42,0.262,0,0,0,0,1921.882,0,1921.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1827,236577222,0,0,65.915,4.496,7.32,0.279,0.255,0,65.915,0.279,0,0,0,0,1987.797,0,1987.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1828,238624952,0,0,66.637,0.722,1.095,0.279,0.256,0,66.637,0.279,0,0,0,0,2054.434,0,2054.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1829,240654111,0,0,66.395,-0.242,-0.363,0.276,0.252,0,66.395,0.276,0,0,0,0,2120.829,0,2120.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1830,243052648,0,0,89.105,22.71,34.204,0.367,0.318,0,89.105,0.367,0,0,0,0,2209.935,0,2209.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,0,99.98,0,99.999,0,99.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1831,244614628,0,0,84.507,-4.598,-5.16,0.345,0.303,0,84.507,0.345,0,0,0,0,2294.442,0,2294.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.975,0,99.975,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1832,246544095,0,0,85.097,0.59,0.698,0.345,0.292,0,85.097,0.345,0,0,0,0,2379.539,0,2379.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.983,0,99.983,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1833,248452311,0,0,86.79,1.693,1.989,0.349,0.291,0,86.79,0.349,0,0,0,0,2466.328,0,2466.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.979,0,99.979,0,99.997,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1834,250385713,0,0,88.486,1.696,1.954,0.353,0.293,0,88.486,0.353,0,0,0,0,2554.814,0,2554.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.997,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1835,252344780,0,0,90.446,1.96,2.215,0.358,0.265,0,90.446,0.358,0,0,0,0,2645.26,0,2645.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.997,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1836,254330023,0,0,104.776,14.33,15.844,0.412,0.329,0,104.776,0.412,0,0,0,0,2750.035,0,2750.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.997,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1837,256341954,0,0,104.691,-0.084,-0.08,0.408,0.328,0,104.691,0.408,0,0,0,0,2854.727,0,2854.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1838,258381100,0,0,108.044,3.353,3.202,0.418,0.328,0,108.044,0.418,0,0,0,0,2962.771,0,2962.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1839,260353521,0,0,111.613,3.569,3.303,0.429,0.339,0,111.613,0.429,0,0,0,0,3074.384,0,3074.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1840,262704057,0,0,118.93,7.317,6.556,0.453,0.337,0,118.93,0.453,0,0,0,0,3193.313,0,3193.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1841,264105932,0,0,122.619,3.69,3.102,0.464,0.358,0,122.619,0.464,0,0,0,0,3315.933,0,3315.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1842,265887931,0,0,129.504,6.885,5.615,0.487,0.379,0,129.504,0.487,0,0,0,0,3445.437,0,3445.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1843,267607093,0,0,132.853,3.349,2.586,0.496,0.379,0,132.853,0.496,0,0,0,0,3578.29,0,3578.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1844,269358919,0,0,141.423,8.57,6.451,0.525,0.382,0,141.423,0.525,0,0,0,0,3719.713,0,3719.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1845,271144099,0,0,155.211,13.788,9.749,0.572,0.386,0,155.211,0.572,0,0,0,0,3874.924,0,3874.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1846,272963355,0,0,157.794,2.583,1.664,0.578,0.361,0,157.794,0.578,0,0,0,0,4032.718,0,4032.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1847,274817414,0,0,172.402,14.608,9.258,0.627,0.431,0,172.402,0.627,0,0,0,0,4205.12,0,4205.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1848,276707046,0,0,173.816,1.414,0.82,0.628,0.43,0,173.816,0.628,0,0,0,0,4378.937,0,4378.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1849,278667301,0,0,183.511,9.695,5.578,0.659,0.448,0,183.511,0.659,0,0,0,0,4562.448,0,4562.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99.998,0,99.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1850,281238303,0,0,196.786,13.274,7.233,0.7,0.333,0,196.786,0.7,0,0,0,0,4759.233,1239.853,4759.233,0,0,1181.53,0,0,0,0,0,0,0,0,0,0,1181.53,4.202,0,0,0,0,0,0,0,0,0,0,99.944,47.294,99.944,0,99.996,47.294,99.996,0,0,48.729,0,0,0,0,48.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1851,282786269,0,0,198.805,2.019,1.026,0.703,0.379,0,198.805,0.703,0,0,0,0,4958.038,2521.114,4958.038,0,0,2422.893,0,0,0,0,0,0,0,0,0,0,1241.363,4.39,0,0,0,0,0,0,0,0,0,0,100,47.245,100,0,99.996,47.269,99.996,0,0,49.068,0,0,0,0,49.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1852,284948660,0,0,207.551,8.746,4.399,0.728,0.38,0,207.551,0.728,0,0,0,0,5165.589,3840.029,5165.589,0,0,3693.752,0,0,0,0,0,0,0,0,0,0,1270.859,4.46,0,0,0,0,0,0,0,0,0,0,100,47.812,100,0,99.996,47.454,99.996,0,0,49.323,0,0,0,0,49.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1853,287188279,0,0,217.209,9.658,4.653,0.756,0.391,0,217.209,0.756,0,0,0,0,5382.798,5212.864,5382.798,0,0,5009.091,0,0,0,0,0,0,0,0,0,0,1315.339,4.58,0,0,0,0,0,0,0,0,0,0,100,48.583,100,0,99.997,47.746,99.997,0,0,49.608,0,0,0,0,50.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1854,289472645,0,0,255.139,37.93,17.462,0.881,0.448,0,255.139,0.881,0,0,0,0,5637.938,6654.076,5637.938,0,0,6354.512,0,0,0,0,0,0,0,0,0,0,1345.421,4.648,0,0,0,0,0,0,0,0,0,0,100,49.938,100,0,99.997,48.205,99.997,0,0,49.924,0,0,0,0,51.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1855,291803064,0,0,259.831,4.692,1.839,0.89,0.452,0,259.794,0.89,0,0,0,0,5897.769,8147.32,5897.731,0,0,7711.292,0.037,0,0,0,0,0,0,0,0,0,1356.779,4.65,0,0,0,0,0.037,0,0,0,0,0,99.871,51.42,99.871,0,99.991,48.763,99.991,0,0,50.164,100,0,0,0,51.319,100,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1856,294180937,0,0,277.292,17.461,6.72,0.943,0.466,0,277.251,0.942,0,0,0,0,6175.06,9640.363,6174.983,0,0,9089.248,0.077,0,0,0,0,0,0,0,0,0,1377.957,4.684,0,0,0,0,0.04,0,0,0,0,0,100,50.554,100,0,99.992,49.032,99.992,0,0,50.361,100,0,0,0,51.492,100,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1857,296607701,0,0,279.889,2.598,0.937,0.944,0.455,0,279.838,0.944,0,0,0,0,6454.949,11158.903,6454.821,0,0,10490.801,0.128,0,0,0,0,0,0,0,0,0,1401.553,4.726,0,0,0,0,0.051,0,0,0,0,0,100,50.962,100,0,99.992,49.286,99.992,0,0,50.563,100,0,0,0,51.912,100,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1858,299084890,0,0,283.303,3.413,1.22,0.947,0.452,0,283.244,0.947,0,0,0,0,6738.252,12741.645,6738.065,0,0,11912.764,0.187,0,0,0,0,0,0,0,0,0,1421.962,4.755,0,0,0,0,0.059,0,0,0,0,0,99.694,52.488,99.696,0,99.979,49.663,99.979,0,0,50.737,98.077,0,0,0,52.062,94.118,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1859,301580866,0,0,300.172,16.87,5.955,0.995,0.474,0,300.121,0.995,0,0,0,0,7038.424,14368.625,7038.186,0,0,13360.263,0.238,0,0,0,0,0,0,0,0,0,1447.5,4.8,0,0,0,0,0.051,0,0,0,0,0,99.622,53.132,99.623,0,99.964,50.033,99.964,0,0,50.915,97.015,0,0,0,52.43,93.333,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1860,304734087,0,0,329.335,29.163,9.715,1.081,0.483,0,329.085,1.08,0,0,0,0,7367.759,15986.808,7367.271,0,0,14713.012,0.489,0,0,0,0,0,0,0,0,0,1352.749,4.44,0,0,0,0,0.251,0.001,0,0,0,0,99.605,54.293,99.612,0,99.948,50.433,99.948,0,0,50.928,94.166,0,0,0,51.051,91.609,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1861,306612646,0,0,346.392,17.057,5.179,1.13,0.525,0,345.479,1.127,0,0,0,0,7714.151,17540.16,7712.749,0,0,15984.493,1.402,0,0,0,0,0,0,0,0,0,1271.481,4.147,0,0,0,0,0.914,0.003,0,0,0,0,99.614,54.077,99.621,0,99.933,50.736,99.934,0,0,50.882,96.056,0,0,0,50.361,97.099,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1862,309142324,0,0,352.74,6.347,1.832,1.141,0.524,0,351.372,1.137,0,0,0,0,8066.891,19094.982,8064.121,0,0,17251.393,2.77,0,0,0,0,0,0,0,0,0,1266.901,4.098,0,0,0,0,1.368,0.004,0,0,0,0,99.628,54.388,99.635,0,99.92,51.015,99.921,0,0,50.86,96.911,0,0,0,50.581,97.804,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1863,311678890,0,0,376.447,23.707,6.721,1.208,0.527,0,375.195,1.204,0,0,0,0,8443.338,20671.389,8439.316,0,0,18517.012,4.022,0,0,0,0,0,0,0,0,0,1265.619,4.061,0,0,0,0,1.252,0.004,0,0,0,0,99.626,54.685,99.636,0,99.907,51.277,99.908,0,0,50.837,96.877,0,0,0,50.527,96.803,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1864,314252325,0,0,405.611,29.164,7.747,1.291,0.553,0,404.557,1.287,0,0,0,0,8848.949,22250.105,8843.872,0,0,19757.533,5.077,0,0,0,0,0,0,0,0,0,1240.52,3.948,0,0,0,0,1.055,0.003,0,0,0,0,99.637,54.832,99.649,0,99.894,51.514,99.896,0,0,50.795,96.482,0,0,0,50.181,95.003,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1865,316863360,0,0,430.727,25.116,6.192,1.359,0.583,0,429.467,1.355,0,0,0,0,9279.677,23829.971,9273.34,0,0,20973.322,6.337,0,0,0,0,0,0,0,0,0,1215.789,3.837,0,0,0,0,1.26,0.004,0,0,0,0,99.634,54.943,99.647,0,99.882,51.728,99.885,0,0,50.734,96.279,0,0,0,49.763,95.471,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1866,319512793,0,0,442.422,11.695,2.715,1.385,0.592,0,440.549,1.379,0,0,0,0,9722.099,25406.402,9713.89,0,0,22175.994,8.21,0,0,0,0,0,0,0,0,0,1202.671,3.764,0,0,0,0,1.873,0.006,0,0,0,0,99.205,54.759,99.219,0,99.851,51.907,99.854,0,0,50.662,96.204,0,0,0,49.434,95.949,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1867,322201401,0,0,474.49,32.067,7.248,1.473,0.631,0,472.611,1.467,0,0,0,0,10196.589,27030.178,10186.5,0,0,23383.025,10.088,0,0,0,0,0,0,0,0,0,1207.031,3.746,0,0,0,0,1.878,0.006,0,0,0,0,99.304,55.761,99.324,0,99.825,52.123,99.829,0,0,50.605,95.906,0,0,0,49.586,94.627,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1868,324930010,0,0,487.992,13.502,2.846,1.502,0.624,0,485.864,1.495,0,0,0,0,10684.58,28665.809,10672.364,0,0,24573.02,12.216,0,0,0,0,0,0,0,0,0,1189.994,3.663,0,0,0,0,2.128,0.007,0,0,0,0,99.437,56.224,99.468,0,99.808,52.341,99.813,0,0,50.536,95.379,0,0,0,49.207,92.959,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1869,327739563,0,0,517.366,29.374,6.019,1.579,0.644,0,514.916,1.571,0,0,0,0,11201.945,30308.314,11187.28,0,0,25741.104,14.666,0,0,0,0,0,0,0,0,0,1168.083,3.564,0,0,0,0,2.45,0.007,0,0,0,0,99.278,56.334,99.306,0,99.783,52.543,99.789,0,0,50.453,95.099,0,0,0,48.781,93.723,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1870,331383588,0,0,528.575,11.209,2.167,1.595,0.554,0,525.619,1.586,0,0,0,0,11730.521,32295.051,11712.898,0,0,27239.678,17.622,0,0,0,0,0,0,0,0,0,1498.576,4.523,0,0,0,0,2.956,0.009,0,0,0,0,99.256,63.974,99.285,0,99.759,53.127,99.767,0,0,50.827,94.972,0,0,0,58.243,94.346,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1871,333612995,0,0,560.818,32.243,6.1,1.681,0.662,0,557.703,1.672,0,0,0,0,12291.338,34458.648,12270.602,0,0,28883.166,20.738,0,0,0,0,0,0,0,0,0,1643.487,4.927,0,0,0,0,3.116,0.009,0,0,0,0,99.059,66.557,99.084,0,99.727,53.808,99.735,0,0,51.323,94.965,0,0,0,61.219,94.929,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1872,336677250,0,0,620.864,60.046,10.707,1.844,0.707,0,617.344,1.834,0,0,0,0,12912.203,36765.941,12887.945,0,0,30610.301,24.258,0,0,0,0,0,0,0,0,0,1727.136,5.13,0,0,0,0,3.52,0.01,0,0,0,0,99.121,68.528,99.144,0,99.698,54.544,99.707,0,0,51.866,94.997,0,0,0,63.022,95.185,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1873,339826831,0,0,660.236,39.372,6.341,1.943,0.735,0,654.874,1.927,0,0,0,0,13572.438,39195.16,13542.819,0,0,32420.721,29.619,0,0,0,0,0,0,0,0,0,1810.419,5.328,0,0,0,0,5.361,0.016,0,0,0,0,99.221,69.864,99.261,0,99.674,55.295,99.685,0,0,52.436,94.918,0,0,0,64.39,94.564,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1874,343022786,0,0,616.748,-43.488,-6.587,1.798,0.628,0,610.944,1.781,0,0,0,0,14189.186,41655.484,14153.764,0,0,34306.359,35.423,0,0,0,0,0,0,0,0,0,1885.641,5.497,0,0,0,0,5.803,0.017,0,0,0,0,98.997,70.584,99.058,0,99.645,56.012,99.658,0,0,53.03,94.591,0,0,0,65.87,92.955,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1875,346265956,0,0,668.552,51.805,8.4,1.931,0.702,0,663.358,1.916,0,0,0,0,14857.738,44216.344,14817.122,0,0,36240.625,40.617,0,0,0,0,0,0,0,0,0,1934.262,5.586,0,0,0,0,5.194,0.015,0,0,0,0,98.928,71.807,99.014,0,99.612,56.735,99.629,0,0,53.624,93.839,0,0,0,66.917,89.014,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1876,349557227,0,0,676.729,8.177,1.223,1.936,0.715,0,671.161,1.92,0,0,0,0,15534.467,46815.391,15488.282,0,0,38218.891,46.185,0,0,0,0,0,0,0,0,0,1978.267,5.66,0,0,0,0,5.568,0.016,0,0,0,0,98.713,71.888,98.843,0,99.573,57.406,99.595,0,0,54.202,92.703,0,0,0,67.521,85.183,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1877,352897911,0,0,689.928,13.199,1.95,1.955,0.712,0,682.384,1.934,0,0,0,0,16224.396,49483.883,16170.667,0,0,40253.949,53.728,0,0,0,0,0,0,0,0,0,2035.059,5.767,0,0,0,0,7.544,0.021,0,0,0,0,98.688,72.612,98.857,0,99.535,58.062,99.563,0,0,54.776,91.618,0,0,0,68.385,85.491,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1878,356288960,0,0,690.9,0.972,0.141,1.939,0.699,0,682.413,1.915,0,0,0,0,16915.295,52213.613,16853.08,0,0,42340.488,62.215,0,0,0,0,0,0,0,0,0,2086.538,5.857,0,0,0,0,8.487,0.024,0,0,0,0,98.086,73.171,98.282,0,99.475,58.696,99.511,0,0,55.337,90.581,0,0,0,68.949,84.526,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1879,359729015,0,0,741.376,50.476,7.306,2.061,0.736,0,730.65,2.031,0,0,0,0,17656.672,55056.293,17583.73,0,0,44475.977,72.942,0,0,0,0,0,0,0,0,0,2135.489,5.937,0,0,0,0,10.726,0.03,0,0,0,0,98.213,74.417,98.443,0,99.421,59.343,99.466,0,0,55.889,89.671,0,0,0,69.672,84.729,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1880,364087727,0,0,837.983,96.606,13.031,2.302,0.782,0,824.843,2.266,0,0,0,0,18494.654,57842.902,18408.572,0,0,46475.164,86.081,0,0,0,0,0,0,0,0,0,1999.188,5.492,0,0,0,0,13.14,0.036,0,0,0,100,98.158,70.468,98.39,100,99.363,59.798,99.417,0,0,56.211,89.011,0,0,0,64.475,85.522,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1881,366757593,0,0,865.952,27.969,3.338,2.361,0.783,0,851.576,2.322,0,0,0,0,19360.605,60560.309,19260.15,0,0,48377.734,100.457,0,0,0,0,0,0,0,0,0,1902.569,5.188,0,0,0,0,14.375,0.039,0,0,0,100,98.135,68.288,98.43,100,99.308,60.133,99.373,0,0,56.399,88.158,0,0,0,61.434,83.372,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1882,370347989,0,0,914.203,48.251,5.572,2.469,0.797,0,898.317,2.426,0,0,0,0.001,20274.809,63334.688,20158.467,0,0.165,50286.531,116.177,0,0,0,0,0,0.165,0,0,0,1908.797,5.154,0,0,0,0,15.72,0.042,0,0,0,100,98.099,67.804,98.411,100,99.253,60.433,99.33,0,100,56.542,87.424,0,0,100,60.408,83.004,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1883,373991138,0,0,970.782,56.579,6.189,2.596,0.826,0,957.363,2.56,0,0,0,0.001,21245.592,66190.016,21115.83,0,0.546,52205.367,129.214,0,0,0,0,0,0.381,0.001,0,0,1918.837,5.131,0,0,0,0,13.037,0.035,0,0,0,100,97.957,67.797,98.277,100,99.193,60.717,99.282,0,100,56.648,86.493,0,0,100,59.581,79.004,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1884,377690422,0,0,981.261,10.479,1.079,2.598,0.825,0,966.617,2.559,0,0,0,0.001,22226.852,69019.359,22082.445,0,1.718,54102.516,142.686,0,0,0,0,0,1.172,0.003,0,0,1897.146,5.023,0,0,0,0,13.471,0.036,0,0,0,100,97.913,66.693,98.365,100,99.135,60.941,99.241,0,100,56.713,85.076,0,0,100,58.55,73.523,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1885,381446907,0,0,987.439,6.178,0.63,2.589,0.782,0,970.587,2.545,0,0,0,0.002,23214.291,71842.789,23053.033,0,5.434,55977.418,155.822,0,0,0,0,0,3.715,0.01,0,0,1874.906,4.916,0,0,0,0,13.136,0.034,0,0,0,100,97.798,66.379,98.337,100,99.078,61.138,99.203,0,100,56.748,83.473,0,0,100,57.799,69.287,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1886,385264205,0,0,1002.474,15.035,1.523,2.602,0.777,0,979.142,2.542,0,0,0,0.002,24216.764,74662.859,24032.176,0,13.11,57845.035,171.477,0,0,0,0,0,7.676,0.02,0,0,1867.614,4.848,0,0,0,0,15.655,0.041,0,0,0,100,97.757,65.621,98.31,100,99.022,61.296,99.166,0,100,56.759,82.244,0,0,100,57.077,71.734,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1887,389143473,0.001,0,1051.083,48.609,4.849,2.701,0.788,0,1023.314,2.63,0,0,0,0.003,25267.85,77558.922,25055.49,0,24.897,59740.199,187.459,0,0,0,0,0,11.787,0.03,0,0,1895.167,4.87,0,0,0,0,15.981,0.041,0,0,0,100,97.616,65.781,98.255,100,98.963,61.452,99.129,0,100,56.766,80.808,0,0,100,56.984,68.058,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1888,393085921,0.001,0,1165.392,114.309,10.875,2.965,0.863,0,1132.195,2.88,0,0,0,0.003,26433.24,80570.531,26187.686,0,41.671,61621.445,203.882,0,0,0,0,0,16.774,0.043,0,0,1881.244,4.786,0,0,0,0,16.423,0.042,0,0,0,100,97.745,66.682,98.373,100,98.909,61.633,99.096,0,100,56.761,79.467,0,0,100,56.594,66.811,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1889,397054418,0.001,0,1161.505,-3.887,-0.334,2.925,0.829,0,1129.334,2.844,0,0,0,0.004,27594.746,83544.141,27317.02,0,53.897,63483.855,223.825,0,0,0,0,0,12.227,0.031,0,0,1862.411,4.691,0,0,0,0,19.944,0.05,0,0,0,100,97.458,65.534,98.104,100,98.847,61.764,99.054,0,100,56.728,78.544,0,0,100,55.665,70.206,0,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1890,402031043,0.001,0,1264.67,103.165,8.882,3.146,0.848,0,1228.459,3.056,0,0,0,0.004,28859.416,86719.734,28545.479,0,65.585,65435.707,248.348,0,0,0,0,0,11.688,0.029,0,0,1951.849,4.855,0,0,0,0,24.522,0.061,0,0,0,100,97.398,66.643,98.11,100,98.782,61.93,99.013,0,100,56.715,77.701,0,0,100,56.304,70.769,0,0,0,0,0,0,0,0,0,0,0,0,0
